LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1715670652.087636,2025149.000,3377,1,T1,1,100,37.023
1715670652.221816,2025277.000,3409,1,T1,1,100,37.010
1715670652.354947,2025404.000,3425,1,T1,1,100,36.933
1715670652.487031,2025530.000,3444,1,T1,1,100,37.042
1715670652.619114,2025656.000,3461,1,T1,1,100,36.983
1715670652.753294,2025784.000,3492,1,T1,1,100,37.063
1715670652.886426,2025911.000,3509,1,T1,1,100,37.063
1715670653.020606,2026039.000,3526,1,T1,1,100,37.169
1715670653.153738,2026166.000,3543,1,T1,1,100,37.144
1715670653.287918,2026294.000,3575,1,T1,1,100,37.098
1715670653.421050,2026421.000,3591,1,T1,1,100,37.007
1715670653.552085,2026546.000,3608,1,T1,1,100,37.003
1715670653.683120,2026671.000,3627,1,T1,1,100,36.966
1715670653.816252,2026798.000,3660,1,T1,1,100,36.985
1715670653.949384,2026925.000,3678,1,T1,1,100,37.065
1715670654.084612,2027054.000,3694,1,T1,1,100,37.063
1715670654.216696,2027180.000,3711,1,T1,1,100,36.957
1715670654.349828,2027307.000,3743,1,T1,1,100,37.088
1715670654.484008,2027435.000,3759,1,T1,1,100,36.861
1715670654.616091,2027561.000,3777,1,T1,1,100,36.869
1715670654.747126,2027686.000,3795,1,T1,1,100,37.014
1715670654.881306,2027814.000,3827,1,T1,1,100,37.006
1715670655.013390,2027940.000,3844,1,T1,1,100,37.038
1715670655.146522,2028067.000,3860,1,T1,1,100,36.981
1715670655.281750,2028196.000,3878,1,T1,1,100,36.921
1715670655.414882,2028323.000,3909,1,T1,1,100,37.001
1715670655.549062,2028451.000,3925,1,T1,1,100,37.001
1715670655.682194,2028578.000,3945,1,T1,1,100,37.071
1715670655.814277,2028704.000,3961,1,T1,1,100,37.066
1715670655.945313,2028829.000,3993,1,T1,1,100,37.064
1715670656.079493,2028957.000,4010,1,T1,1,100,36.992
1715670656.212624,2029084.000,4026,1,T1,1,100,37.068
1715670656.346804,2029212.000,4044,1,T1,1,100,36.994
1715670656.479936,2029339.000,4075,1,T1,1,100,37.033
1715670656.614116,2029467.000,4092,1,T1,1,100,37.014
1715670656.747248,2029594.000,4109,1,T1,1,100,37.042
1715670656.878283,2029719.000,4125,1,T1,1,100,37.053
1715670657.009319,2029844.000,4159,1,T1,1,100,37.023
1715670657.142450,2029971.000,4176,1,T1,1,100,37.045
1715670657.275582,2030098.000,4193,1,T1,1,100,37.055
